ed,cuomo,molinaro,votes18,voters18,pct_dem_rvs18,pct_rep_rvs18
57057,468,7,530,943.0,82.2,2.2
57058,458,4,509,898.0,79.1,2.0
57059,397,5,454,853.0,81.9,1.9
57060,437,10,501,897.0,73.8,4.7
57061,834,28,930,1468.0,74.7,4.8
57062,256,11,295,425.0,78.4,2.4
57063,436,11,502,878.0,78.5,2.3
57064,595,10,673,1138.0,77.1,3.6
57065,472,10,552,746.0,78.7,1.7
57066,417,10,483,863.0,82.7,1.9
57067,516,4,578,1018.0,81.7,2.1
57068,520,12,568,1139.0,82.6,2.3
57069,626,8,689,1181.0,80.0,1.9
57070,678,17,780,1198.0,80.5,2.4
57071,391,17,460,743.0,79.3,3.9
57072,484,11,556,1095.0,81.1,2.2
57073,329,7,380,695.0,81.6,2.7
57074,479,12,546,1044.0,81.2,1.9
57075,640,10,712,1147.0,81.7,1.9
57076,556,10,630,916.0,80.7,2.4
57077,281,7,313,429.0,79.0,3.7
57078,513,23,584,871.0,83.0,3.6
57079,361,7,416,793.0,81.5,2.3
57080,534,6,590,925.0,82.1,2.2
57081,367,8,429,965.0,82.7,1.9
57082,231,2,251,538.0,81.2,3.7
57083,448,7,482,1000.0,82.4,3.0
57084,384,8,434,976.0,81.0,3.0
57085,498,8,548,930.0,83.3,3.3
57086,234,5,254,454.0,85.7,2.0
57087,577,5,619,1018.0,81.8,3.1
57088,372,5,397,763.0,82.4,2.0
57089,426,7,461,830.0,84.8,2.4
57090,766,16,796,1534.0,84.3,3.0
57091,405,8,420,823.0,84.7,1.3
57092,534,12,594,1051.0,82.9,2.1
57093,382,6,424,779.0,81.4,2.4
57094,230,7,255,618.0,76.7,2.1
57095,229,8,267,552.0,77.5,3.1
57096,383,4,415,709.0,82.7,3.5
57097,204,7,215,541.0,79.5,5.4
57098,257,5,267,814.0,80.2,4.1
57099,448,8,490,932.0,79.7,2.4
57100,448,6,489,859.0,78.0,3.4
57101,506,7,570,936.0,82.6,1.9
57102,390,5,431,828.0,72.3,3.7
57103,447,9,510,766.0,79.9,2.1
57104,719,9,804,1277.0,78.5,2.7
57105,432,4,473,823.0,82.6,1.7
58001,416,7,428,984.0,81.9,2.0
58002,452,10,471,975.0,84.9,2.3
58003,358,4,369,809.0,83.1,2.2
58004,465,11,489,953.0,83.0,3.3
58005,469,4,479,1071.0,82.6,3.1
58006,375,6,387,850.0,80.5,2.9
58007,411,10,430,875.0,81.6,3.3
58008,451,4,462,997.0,83.9,2.7
58009,344,7,357,760.0,83.3,2.9
58010,351,2,362,739.0,85.8,2.2
58011,387,11,405,815.0,80.5,3.1
58012,496,4,512,1017.0,82.7,2.4
58013,451,11,469,871.0,85.6,2.3
58014,342,4,350,756.0,81.7,2.8
58015,372,3,384,894.0,81.2,3.7
58016,316,8,330,748.0,84.5,3.7
58017,341,7,352,845.0,83.6,2.8
58018,448,5,463,997.0,82.7,2.9
58019,361,7,375,814.0,82.7,3.4
58020,476,8,496,984.0,83.0,2.4
58021,473,12,498,1072.0,83.0,3.4
58022,377,11,395,747.0,83.8,2.0
58023,411,4,427,1046.0,81.2,1.8
58024,344,10,363,749.0,83.0,4.3
58025,453,10,474,922.0,84.6,3.3
58026,425,9,450,806.0,85.1,2.6
58027,457,9,480,931.0,84.6,2.7
58028,407,5,420,920.0,82.9,2.5
58029,371,7,386,854.0,81.5,3.2
58030,504,17,543,1031.0,83.9,3.1
58031,444,11,461,970.0,84.2,3.5
58032,489,6,506,950.0,86.0,2.3
58033,372,3,385,842.0,86.0,2.5
58034,487,6,511,1056.0,80.7,3.1
58035,470,5,481,1070.0,85.6,1.7
58036,297,5,306,647.0,81.0,3.2
58037,416,9,433,888.0,83.3,2.7
58038,456,12,476,980.0,83.4,2.6
58039,461,11,480,964.0,87.2,1.9
58040,298,5,305,704.0,82.0,2.1
58041,489,10,509,1013.0,84.0,3.3
58042,211,1,217,452.0,85.0,2.9
58043,453,5,469,943.0,83.1,2.8
58044,238,8,250,515.0,84.3,1.6
58045,415,8,438,992.0,84.4,2.3
58046,448,6,462,1017.0,82.6,2.3
58047,378,3,389,865.0,83.1,2.0
58048,378,11,400,957.0,82.5,2.6
58049,359,4,378,781.0,84.0,2.2
58050,400,7,418,826.0,83.5,2.1
58051,325,3,337,608.0,89.1,2.5
58052,467,8,491,1119.0,82.1,1.8
58053,101,3,104,181.0,86.2,2.8
58054,426,8,438,868.0,83.3,2.1
58055,426,5,438,830.0,84.8,1.7
58056,219,6,231,507.0,84.0,1.6
58057,381,4,393,774.0,82.4,3.5
58058,240,6,249,639.0,74.3,5.2
58059,327,17,348,741.0,82.5,3.0
58060,437,18,463,826.0,84.3,4.0
58061,494,6,512,1105.0,84.3,2.3
58062,505,6,520,1009.0,84.7,2.2
58063,309,10,334,636.0,84.6,2.7
58064,315,16,334,666.0,81.7,3.3
58065,431,11,447,975.0,82.5,3.0
58066,386,9,400,1075.0,80.0,3.0
58067,485,11,504,843.0,86.5,3.1
58068,374,2,383,633.0,90.5,1.7
58069,110,1,113,272.0,77.2,9.6
58070,437,29,478,1023.0,81.2,3.6
58071,375,13,396,908.0,80.2,3.6
58072,305,9,321,809.0,79.6,4.0
58073,185,4,191,501.0,81.4,5.0
58074,429,15,458,934.0,82.7,4.0
58075,501,3,511,1042.0,82.8,2.3
58076,476,18,509,1048.0,82.4,2.8
58077,501,17,531,1028.0,83.7,2.5
58078,497,12,525,1012.0,82.9,3.2
58079,501,17,526,1062.0,82.9,3.1
58080,400,8,424,889.0,82.3,3.4
58081,270,7,286,667.0,80.1,2.8
58082,295,11,316,575.0,81.4,3.8
58083,347,2,357,670.0,86.0,1.6
58084,487,6,512,1107.0,82.5,2.4
58085,333,4,342,665.0,82.7,1.5
58086,418,3,426,883.0,85.1,1.1
59001,282,8,300,652.0,85.1,2.6
59002,164,5,183,470.0,80.0,3.0
59003,216,6,226,619.0,82.9,3.4
59004,374,9,390,977.0,82.2,3.3
59005,476,14,496,999.0,81.8,3.5
59006,574,16,594,1129.0,82.6,2.3
59007,364,9,381,827.0,80.3,3.3
59008,431,11,451,949.0,80.9,3.2
59009,7,0,8,18.0,83.3,0.0
59010,383,18,406,922.0,78.9,3.4
59011,376,25,413,888.0,74.2,6.1
59012,435,16,457,1029.0,77.6,4.5
59013,470,12,491,1013.0,83.6,2.6
59014,486,12,508,1008.0,84.9,2.7
59015,497,7,508,986.0,84.9,2.3
59016,518,19,553,941.0,86.5,3.1
59017,506,9,523,1012.0,85.6,2.3
59018,470,7,483,961.0,84.7,2.6
59019,147,15,164,329.0,74.5,8.5
59020,423,15,443,1066.0,78.5,4.1
59021,458,25,499,1057.0,81.5,3.4
59022,526,30,569,1171.0,80.4,4.7
59023,252,16,272,561.0,76.8,6.2
59024,430,21,460,1048.0,77.7,5.6
59025,433,5,443,863.0,83.9,2.5
59026,452,49,509,1014.0,75.9,7.1
59027,468,59,537,1126.0,75.0,8.8
59028,418,57,483,1018.0,75.3,8.2
59029,385,48,454,1110.0,69.1,9.5
59030,337,54,409,841.0,69.2,10.7
59031,376,61,448,918.0,67.9,10.2
59032,341,42,389,829.0,73.7,7.4
59033,204,222,442,854.0,47.4,27.4
59034,158,188,357,672.0,48.4,24.1
59035,260,286,568,1096.0,46.4,27.6
59036,215,300,537,1033.0,47.8,28.2
59037,235,220,477,943.0,45.6,29.4
59038,256,327,605,1096.0,44.3,31.5
59039,247,225,489,977.0,46.7,27.0
59040,235,268,519,1043.0,46.4,28.1
59041,420,17,448,1053.0,83.0,2.9
59042,148,289,451,974.0,42.5,31.5
59043,106,167,284,604.0,45.5,30.5
59044,154,256,433,856.0,47.2,29.6
59045,135,273,426,840.0,41.4,32.9
59046,6,1,7,21.0,38.1,33.3
59047,437,11,457,871.0,82.4,2.1
59048,21,1,23,86.0,84.9,7.0
59049,317,8,330,878.0,83.8,3.3
59050,361,89,469,1068.0,65.6,13.6
59051,240,191,449,1041.0,52.9,23.7
59052,167,215,397,1054.0,42.9,32.5
59053,120,266,399,1032.0,36.7,40.4
59054,192,205,413,1049.0,48.7,27.4
59055,144,221,380,1009.0,41.3,34.2
59056,413,72,495,1027.0,71.5,9.5
59057,357,115,479,1014.0,64.9,13.3
59058,281,137,439,1105.0,50.9,20.0
59059,221,219,457,1048.0,47.7,26.8
59060,125,204,335,800.0,44.1,32.0
59061,143,223,380,942.0,40.1,35.4
59062,110,191,305,670.0,33.7,44.0
59063,288,4,301,899.0,83.9,2.6
59064,459,16,487,785.0,87.0,2.0
59065,401,9,416,772.0,79.9,3.8
59066,512,14,536,974.0,82.5,2.0
59067,425,23,459,926.0,80.0,3.2
59068,353,11,370,814.0,76.3,3.3
59069,450,18,471,906.0,82.0,3.3
59070,479,13,503,1025.0,82.2,2.9
59071,478,16,503,993.0,84.0,1.9
59072,497,7,508,924.0,84.5,2.1
59073,507,12,531,1026.0,83.1,2.6
59074,517,18,541,1069.0,80.6,4.9
59075,419,15,439,975.0,79.1,3.8
59076,426,12,446,909.0,79.3,3.3
59077,234,5,243,534.0,77.9,2.2
59078,251,8,264,564.0,83.9,3.2
59079,348,8,363,680.0,85.1,2.2
59080,320,30,360,733.0,77.9,7.5
59081,373,20,400,861.0,79.3,4.6
59082,324,16,342,755.0,79.9,5.4
59083,258,158,420,1027.0,56.9,17.2
59084,440,4,448,919.0,82.8,2.3
59085,444,10,459,825.0,86.3,1.0
60001,348,3,358,1022.0,82.7,3.1
60002,323,8,338,939.0,80.2,3.9
60003,356,5,366,958.0,83.0,3.7
60004,249,27,283,630.0,74.4,6.5
60005,305,51,362,940.0,77.6,9.5
60006,142,7,151,416.0,77.4,5.5
60007,421,3,433,977.0,85.0,2.5
60008,389,5,401,898.0,83.3,4.0
60009,389,11,407,1005.0,82.2,3.8
60010,230,9,242,632.0,82.1,2.7
60011,34,0,35,104.0,84.6,4.8
60012,209,5,215,520.0,84.0,2.7
60013,473,29,512,1154.0,80.8,6.0
60014,404,11,425,1021.0,83.2,3.3
60015,364,7,374,1052.0,78.7,3.5
60016,171,5,177,624.0,78.0,3.7
60017,479,42,530,1147.0,75.6,8.5
60018,266,5,274,850.0,83.1,4.2
60019,174,0,175,497.0,82.1,1.8
60020,66,3,69,229.0,83.0,2.2
60021,176,8,189,503.0,80.9,2.4
60022,274,5,284,931.0,75.9,5.9
60023,75,0,79,236.0,75.0,4.7
60024,285,3,294,805.0,80.2,4.3
60025,0,0,0,1.0,100.0,0.0
60026,526,13,549,1078.0,86.0,2.5
60027,397,6,421,870.0,81.6,3.1
60028,497,4,511,984.0,86.3,1.8
60029,343,1,358,1016.0,80.9,2.7
60030,231,4,242,601.0,79.7,5.0
60031,355,4,363,1142.0,81.3,2.8
60032,334,13,356,1023.0,81.1,3.8
60033,405,10,427,1030.0,81.6,2.8
60034,394,8,412,994.0,81.7,1.6
60035,294,6,302,792.0,85.5,2.8
60036,409,2,416,1025.0,82.1,3.3
60037,370,5,382,884.0,81.0,2.8
60038,327,7,342,887.0,81.3,4.1
60039,325,6,339,1053.0,81.9,2.6
60040,367,5,378,1013.0,81.6,2.6
60041,367,3,376,902.0,83.6,2.5
60042,445,9,469,1146.0,81.3,2.6
60043,426,1,433,1092.0,81.0,2.9
60044,222,8,233,477.0,83.0,3.4
60045,438,13,464,957.0,85.2,2.2
60046,379,9,390,905.0,82.8,3.1
60047,445,9,463,968.0,80.3,2.5
60048,157,2,159,385.0,84.7,3.6
60049,356,3,360,1018.0,83.3,2.8
60050,145,5,155,392.0,81.6,3.8
60051,507,10,521,1086.0,85.5,1.8
60052,391,7,404,968.0,83.4,2.4
60053,373,2,388,1003.0,82.3,3.3
60054,383,10,402,997.0,81.4,3.2
60055,351,6,363,957.0,82.9,2.1
60056,414,4,425,893.0,84.7,2.7
60057,442,9,466,1073.0,84.6,2.9
60058,344,5,363,978.0,81.2,4.5
60059,309,11,331,900.0,81.7,2.3
60060,296,9,317,970.0,81.2,3.1
60061,381,4,395,838.0,81.4,2.3
60062,464,32,514,1172.0,78.1,6.1
60063,468,13,484,1046.0,86.3,2.2
60064,363,4,374,927.0,86.2,1.6
60065,438,8,455,1150.0,83.7,2.6
60066,318,3,331,787.0,83.4,4.2
60067,236,4,243,683.0,79.8,3.8
60068,253,3,263,672.0,84.7,2.8
60069,92,1,93,254.0,76.0,6.3
60070,177,5,186,482.0,83.6,2.5
60071,291,5,301,736.0,85.2,2.7
60072,327,2,337,983.0,81.8,3.5
60073,315,1,320,828.0,84.5,3.1
60074,366,70,444,1064.0,79.8,8.8
60075,495,20,526,1138.0,78.7,5.7
60076,306,22,331,694.0,79.7,5.6
60077,322,17,346,777.0,80.1,4.8
60078,443,35,486,999.0,80.0,5.1
60079,306,13,330,552.0,87.9,1.8
60080,382,7,402,1032.0,83.8,3.2
60081,396,8,409,999.0,83.2,2.9
60082,528,13,552,1007.0,86.1,2.2
60083,462,11,481,936.0,86.1,2.6
60084,450,10,463,759.0,86.4,1.8
60085,440,8,454,945.0,81.6,3.2
60086,347,8,361,831.0,80.1,3.5
60087,239,5,250,792.0,80.6,3.8
60088,348,9,366,995.0,81.7,3.5
60089,222,3,233,770.0,76.9,1.9
60090,283,10,297,717.0,80.9,2.5
60091,267,3,277,744.0,81.2,5.0
61001,523,40,591,1046.0,74.0,6.8
61002,485,74,595,984.0,68.5,8.8
61003,473,97,616,1031.0,64.6,10.0
61004,295,50,366,716.0,61.6,11.3
61005,318,33,382,845.0,69.5,6.2
61006,202,75,290,594.0,56.7,17.8
61007,403,21,444,1128.0,75.1,3.9
61008,288,16,314,703.0,77.1,3.6
61009,481,96,602,1060.0,68.5,11.8
61010,448,87,548,1067.0,67.0,11.9
61011,362,102,497,886.0,63.2,13.7
61012,484,255,780,1198.0,56.2,21.0
61013,378,92,485,882.0,66.2,11.2
61014,322,169,525,1055.0,51.8,19.4
61015,292,139,452,838.0,56.0,17.3
61016,428,29,473,1057.0,73.7,6.4
61017,432,44,493,1113.0,70.7,6.3
61018,347,111,476,1023.0,61.1,14.1
61019,385,140,544,1114.0,58.5,14.9
61020,353,147,518,1062.0,58.7,16.2
61021,389,46,443,1048.0,71.8,7.0
61022,439,74,527,1130.0,67.0,9.6
61023,331,102,441,906.0,62.0,14.1
61024,334,176,530,1077.0,54.3,20.8
61025,373,135,520,1060.0,57.5,17.5
61026,415,78,512,1086.0,64.8,9.7
61027,384,88,482,1103.0,65.5,12.1
61028,307,62,384,799.0,64.6,10.9
61029,279,138,426,864.0,54.7,22.0
61030,346,162,525,1004.0,56.1,17.4
61031,464,91,572,1143.0,67.5,11.0
61032,406,89,506,1095.0,67.9,10.3
61033,393,69,479,1137.0,64.7,10.0
61034,188,279,481,918.0,38.8,34.7
61035,141,291,442,854.0,34.1,41.0
61036,136,160,302,622.0,39.4,33.0
61037,334,172,539,888.0,52.3,19.5
61038,292,252,564,984.0,45.2,29.8
61039,292,236,552,854.0,47.9,26.2
61040,280,290,589,967.0,42.3,34.4
61041,184,295,500,795.0,35.6,38.7
61042,315,346,678,1074.0,41.1,33.3
61043,183,230,424,754.0,41.5,29.8
61044,215,200,440,825.0,43.9,28.8
61045,201,272,488,818.0,40.1,35.2
61046,242,240,509,962.0,43.9,31.0
61047,247,329,591,986.0,35.7,36.2
61048,195,340,549,1001.0,37.4,37.7
61049,220,22,260,558.0,67.4,8.8
61050,239,52,301,552.0,65.9,9.4
61051,370,80,486,889.0,60.2,13.4
61052,257,169,453,794.0,49.2,28.3
61053,484,12,510,1323.0,78.1,4.2
61054,260,60,341,929.0,66.3,10.8
61055,405,25,452,1042.0,76.2,4.9
61056,364,57,436,1038.0,68.3,9.0
61057,377,138,540,1145.0,58.9,16.2
61058,435,12,452,1037.0,78.6,3.6
61059,367,23,405,822.0,70.9,4.6
61060,254,79,348,993.0,61.5,9.5
61061,421,15,448,983.0,77.8,4.3
61062,209,174,390,762.0,46.2,25.7
61063,103,54,162,406.0,51.2,23.4
61064,138,30,177,337.0,66.8,11.3
61065,485,68,580,1131.0,66.4,9.6
61066,265,100,380,527.0,58.3,19.9
61067,379,103,494,990.0,60.7,12.8
61068,350,69,439,1064.0,67.2,10.5
61069,337,75,435,966.0,67.1,10.5
61070,332,12,355,1009.0,76.1,4.9
61071,224,203,454,795.0,45.7,27.7
61072,243,154,415,899.0,55.5,19.7
61073,451,30,494,1102.0,75.5,4.4
61074,199,27,240,632.0,67.2,8.5
61075,259,71,351,701.0,59.1,15.1
61076,382,159,562,1072.0,56.5,16.2
61077,257,18,291,696.0,73.4,5.9
61078,208,27,244,633.0,69.8,9.2
62001,123,351,483,992.0,25.3,49.0
62002,158,403,579,1034.0,27.1,47.3
62003,121,314,448,964.0,26.9,43.3
62004,152,339,502,1103.0,30.1,43.8
62005,102,386,500,1004.0,22.1,51.4
62006,142,281,433,953.0,28.4,41.4
62007,148,356,519,999.0,29.6,43.1
62008,138,289,434,1003.0,28.4,42.4
62009,84,197,289,506.0,29.4,50.0
62010,93,226,324,710.0,25.1,46.2
62011,130,372,513,1034.0,28.5,45.5
62012,142,192,344,859.0,30.5,41.2
62013,186,307,504,1138.0,32.9,40.2
62014,108,213,331,728.0,32.0,40.2
62015,167,283,456,1034.0,33.5,36.9
62016,233,255,497,1038.0,34.1,37.7
62017,76,235,321,728.0,28.7,46.7
62018,92,254,351,715.0,26.0,45.9
62019,118,267,394,828.0,30.1,42.4
62020,126,359,492,1002.0,28.0,45.5
62021,112,353,480,991.0,25.5,50.5
62022,140,299,449,1034.0,32.8,40.0
62023,114,282,406,859.0,29.8,42.6
62024,190,218,419,962.0,38.6,33.0
62025,116,316,442,870.0,25.7,48.3
62026,256,207,479,982.0,44.8,25.3
62027,169,378,555,1101.0,29.7,42.4
62028,160,316,482,1025.0,32.1,42.6
62029,113,295,420,1055.0,26.0,39.1
62030,128,365,504,1050.0,25.7,51.3
62031,174,327,519,1064.0,30.4,42.7
62032,127,325,472,963.0,29.4,44.4
62033,152,337,500,1058.0,26.2,46.0
62034,145,369,525,1136.0,23.5,51.5
62035,121,324,459,995.0,26.6,48.0
62036,138,319,469,919.0,29.5,41.6
62037,130,401,556,1026.0,28.8,46.1
62038,179,353,549,1064.0,33.3,42.8
62039,155,359,528,1039.0,33.1,41.5
62040,152,358,525,1083.0,28.9,43.4
62041,139,347,496,1077.0,28.1,42.4
62042,197,323,528,1045.0,31.2,39.9
62043,161,351,528,1055.0,29.2,40.4
62044,173,308,490,993.0,33.1,38.4
62045,119,321,449,898.0,28.8,46.1
62046,181,366,562,1055.0,33.8,38.7
62047,148,340,495,982.0,31.4,41.3
62048,149,272,434,984.0,35.3,36.5
62049,196,327,535,1028.0,35.7,37.9
62050,164,373,551,1070.0,29.6,46.5
62051,194,257,467,1111.0,36.5,34.1
62052,179,381,578,1082.0,33.5,37.3
62053,177,353,535,1094.0,35.3,37.1
62054,181,284,475,1063.0,37.2,36.3
62055,179,358,555,1063.0,33.0,41.9
62056,203,275,489,1052.0,31.9,38.1
62057,159,322,493,1045.0,34.5,42.2
62058,159,347,522,1052.0,33.4,39.0
62059,190,288,490,1012.0,32.1,39.1
62060,195,339,555,1078.0,32.8,38.6
62061,176,339,526,1046.0,32.0,44.3
62062,161,314,485,1052.0,34.9,35.5
62063,167,211,387,774.0,36.8,34.6
62064,107,188,306,588.0,33.5,37.1
62065,181,409,608,1100.0,27.6,48.1
62066,130,386,535,910.0,30.0,46.3
62067,199,296,508,988.0,32.7,38.3
62068,209,317,540,1010.0,35.5,36.4
62069,153,278,447,868.0,34.9,39.3
62070,110,178,301,605.0,28.8,40.0
62071,188,318,520,929.0,31.6,42.3
62072,156,320,486,846.0,22.6,53.2
62073,170,289,474,940.0,31.6,39.3
62074,119,440,568,1001.0,30.2,47.3
62075,149,332,500,1044.0,28.5,44.1
62076,110,368,488,1011.0,23.7,49.8
62077,121,388,519,1010.0,22.7,53.6
62078,135,391,528,1066.0,22.6,51.2
62079,98,189,293,675.0,31.7,41.8
62080,166,277,455,1096.0,30.9,39.4
62081,131,332,472,1086.0,32.4,42.8
62082,133,323,468,915.0,26.1,47.4
62083,117,365,495,1061.0,29.7,45.4
62084,126,394,532,1043.0,28.1,46.5
62085,179,257,445,936.0,37.7,38.1
62086,162,271,441,957.0,34.8,39.6
63001,204,267,492,1129.0,41.7,31.9
63002,254,211,478,1075.0,45.6,25.0
63003,196,144,359,736.0,47.8,26.9
63004,175,297,481,1051.0,35.6,37.6
63005,158,235,404,914.0,34.8,36.9
63006,167,247,428,912.0,34.0,34.8
63007,207,139,360,895.0,45.1,23.6
63008,186,227,425,1066.0,38.0,31.8
63009,19,23,43,96.0,32.3,44.8
63010,211,77,297,518.0,57.7,20.7
63011,243,209,466,884.0,45.5,28.1
63012,184,152,345,772.0,44.2,26.3
63013,282,180,484,1025.0,47.7,24.3
63014,236,188,438,1060.0,41.8,28.0
63015,264,232,512,1131.0,44.6,26.2
63016,177,116,305,778.0,49.2,23.4
63017,111,67,188,758.0,41.2,20.4
63018,193,306,515,1017.0,34.2,39.8
63019,165,194,370,790.0,40.5,32.2
63020,151,190,358,678.0,37.0,40.4
63021,203,203,421,992.0,42.8,32.1
63022,219,228,474,1066.0,40.6,29.5
63023,231,185,433,1107.0,40.2,26.6
63024,227,197,446,947.0,49.1,25.7
63025,146,190,353,834.0,43.8,26.5
63026,196,304,521,1054.0,43.8,30.0
63027,237,236,482,1075.0,43.0,29.7
63028,138,219,369,793.0,39.5,34.9
63029,217,224,460,1008.0,42.3,29.9
63030,253,180,453,1062.0,43.9,25.7
63031,299,192,512,1097.0,41.7,27.3
63032,273,226,520,1001.0,43.5,28.2
63033,258,317,585,1114.0,40.3,33.1
63034,184,306,500,1040.0,39.7,33.4
63035,219,336,571,996.0,34.7,36.4
63036,314,269,607,1077.0,41.8,30.5
63037,353,137,508,1065.0,52.7,17.7
63038,383,112,513,1016.0,62.9,13.3
63039,357,67,444,1019.0,63.0,9.0
63040,257,46,309,677.0,65.3,12.0
63041,262,12,281,788.0,74.4,4.1
63042,342,16,371,1031.0,77.6,3.0
63043,441,49,507,1064.0,73.7,7.0
63044,449,38,500,1063.0,74.8,5.4
63045,374,24,409,1006.0,73.6,5.7
63046,193,279,491,896.0,32.7,39.5
63047,195,259,477,972.0,37.3,34.8
63048,175,318,514,1027.0,25.4,49.6
63049,212,327,561,1052.0,35.5,38.2
63050,258,283,560,1076.0,37.8,29.2
63051,193,292,503,868.0,37.2,39.5
63052,136,222,367,742.0,34.2,37.6
63053,285,220,525,1078.0,43.9,23.9
63054,303,204,531,1053.0,49.8,23.7
63055,287,224,534,1066.0,46.0,24.9
63056,223,130,366,862.0,50.3,18.6
63057,227,281,540,1143.0,47.1,24.3
63058,239,263,522,1087.0,47.8,24.7
63059,235,249,497,908.0,43.5,29.0
63060,145,165,326,594.0,40.7,29.5
63061,294,213,523,920.0,46.6,27.6
63062,142,229,377,587.0,34.6,45.0
63063,258,344,620,1065.0,36.6,34.8
63064,219,306,542,909.0,38.6,35.3
63065,236,262,519,1013.0,40.6,32.0
63066,226,286,535,921.0,40.9,33.6
63067,243,311,575,958.0,41.3,32.9
63068,104,35,144,413.0,51.1,16.7
63069,235,188,436,943.0,47.2,25.0
63070,157,153,314,631.0,42.2,29.3
63071,291,32,332,762.0,74.9,8.3
63072,220,236,472,894.0,41.8,32.7
63073,260,236,513,976.0,43.2,28.2
63074,135,122,269,476.0,44.3,32.8
63075,244,36,289,685.0,73.0,8.5
63076,263,254,523,1021.0,39.2,33.1
63077,235,163,411,983.0,45.2,26.8
63078,125,128,260,533.0,40.9,33.4
63079,152,225,387,833.0,38.7,35.3
63080,353,100,470,1074.0,57.2,15.9
63081,146,171,326,644.0,36.6,34.3
63082,136,124,275,544.0,38.8,28.7
63083,315,138,469,1004.0,52.9,17.4
63084,221,190,427,884.0,40.2,29.8
63085,164,190,362,923.0,33.7,32.9
64001,120,260,391,900.0,30.3,39.3
64002,146,313,480,987.0,30.8,41.1
64003,144,340,500,890.0,30.4,41.5
64004,127,277,418,874.0,30.5,40.8
64005,203,325,549,1012.0,32.5,41.4
64006,189,353,564,1022.0,29.2,44.4
64007,188,368,575,1065.0,28.2,45.4
64008,152,281,446,948.0,32.8,39.8
64009,119,269,405,750.0,36.7,39.2
64010,121,273,402,752.0,31.5,43.1
64011,66,111,187,357.0,31.1,41.2
64012,125,240,374,866.0,33.7,39.8
64013,76,113,197,439.0,34.2,34.2
64014,169,296,473,988.0,32.2,39.4
64015,147,348,516,952.0,30.8,45.2
64016,145,307,473,901.0,32.6,43.6
64017,196,271,480,890.0,36.2,35.3
64018,174,239,430,973.0,41.0,26.2
64019,262,106,380,1009.0,53.9,19.2
64020,208,238,457,1031.0,37.9,30.9
64021,188,245,447,1032.0,35.7,34.1
64022,193,271,472,868.0,34.2,34.9
64023,141,237,396,753.0,35.5,39.4
64024,196,217,430,984.0,35.7,31.8
64025,187,236,439,1036.0,37.4,32.8
64026,186,210,410,805.0,38.3,33.2
64027,192,211,419,989.0,37.5,29.8
64028,121,170,307,759.0,34.7,32.9
64029,183,259,462,920.0,37.6,33.3
64030,167,234,413,927.0,35.5,33.5
64031,218,205,436,970.0,38.8,31.9
64032,227,242,497,1029.0,41.7,31.2
64033,145,262,416,930.0,33.5,33.0
64034,194,221,430,932.0,36.5,34.5
64035,186,254,450,949.0,35.5,37.2
64036,244,279,533,1088.0,39.9,33.1
64037,148,227,384,780.0,31.5,39.0
64038,247,209,470,1061.0,42.4,25.1
64039,204,187,405,958.0,42.8,28.0
64040,285,90,388,1037.0,60.3,16.4
64041,202,215,424,933.0,41.2,26.2
64042,229,154,394,979.0,48.0,19.8
64043,173,139,320,1000.0,40.2,24.1
64044,243,189,447,1054.0,44.3,26.1
64045,233,163,410,957.0,41.6,27.4
64046,184,171,371,766.0,45.3,24.9
64047,272,214,507,995.0,44.8,24.8
64048,158,331,506,915.0,32.6,42.5
64049,281,193,489,912.0,49.8,21.8
64050,252,151,423,931.0,51.3,19.9
64051,301,145,461,995.0,52.5,17.2
64052,218,207,440,940.0,42.3,25.5
64053,247,176,438,970.0,47.2,24.9
64054,176,291,480,900.0,35.1,40.2
64055,197,240,452,869.0,37.9,37.2
64056,169,267,450,840.0,33.6,40.4
64057,140,156,313,941.0,37.8,25.6
64058,156,272,446,1059.0,29.3,37.2
64059,173,204,404,981.0,38.5,30.1
64060,116,132,258,535.0,45.4,30.1
64061,226,134,377,836.0,48.0,21.8
64062,192,262,464,984.0,40.3,30.3
64063,170,202,383,731.0,42.3,30.1
64075,345,161,559,1001.0,54.6,17.2
64076,377,159,568,1063.0,53.8,17.2
64077,368,204,609,1051.0,51.6,22.5
64078,366,168,567,934.0,55.0,17.2
64079,346,105,484,989.0,55.3,15.7
64080,420,102,568,1079.0,58.4,12.9
64081,162,43,222,539.0,61.8,13.0
64082,53,19,78,281.0,55.9,12.1
64083,245,90,349,851.0,56.8,15.0
64084,288,126,453,1007.0,54.6,21.5
64085,249,83,359,825.0,56.6,15.2
64086,361,98,488,1048.0,57.6,15.6
64087,369,164,570,1049.0,51.9,19.9
64088,370,144,542,979.0,52.0,19.6
64089,234,307,572,944.0,36.1,38.3
64090,391,201,637,995.0,52.4,24.3
64091,138,157,303,512.0,34.6,40.8
64092,220,65,305,852.0,55.4,14.7
64093,390,171,595,1000.0,57.5,16.6
65001,389,61,474,879.0,51.2,17.0
65002,496,89,627,1102.0,49.6,17.9
65003,511,85,629,1025.0,50.2,17.3
65004,423,76,533,1033.0,47.4,19.7
65005,238,41,297,627.0,60.1,11.5
65006,393,93,506,934.0,58.7,13.5
65007,315,123,460,773.0,62.7,14.6
65008,377,145,573,1025.0,62.6,15.0
65009,315,47,401,1050.0,56.6,12.4
65010,390,33,455,1055.0,60.2,10.6
65011,376,60,475,807.0,51.5,17.5
